suburb,subculture_id,subculture_name,longitude,latitude,median_age,weekly_income,pct_born_overseas,pct_renting,pct_english_only,pct_university
Campbelltown,1,Aspirational Westie,150.85989,-33.99225,41,662,51.4,46.9,48.2,42.4
Campbelltown,1,Aspirational Westie,150.81575,-34.05756,41,722,55.1,31.8,45.3,19.2
Campbelltown,1,Aspirational Westie,150.82099,-34.05053,40,847,44.9,44.7,38.9,24.9
Campbelltown,1,Aspirational Westie,150.82739,-34.04877,35,673,26.8,34.4,62.7,32.6
Campbelltown,1,Aspirational Westie,150.82252,-34.06876,37,614,53.4,42.2,57.9,23.8
Campbelltown,1,Aspirational Westie,150.75617,-34.04257,34,594,53.3,34.1,64.7,32.9
Campbelltown,1,Aspirational Westie,150.82709,-34.10415,44,706,40.6,39.4,30.7,31.3
Campbelltown,1,Aspirational Westie,150.78427,-34.10382,28,791,37.4,53.3,45.6,14.3
Campbelltown,1,Aspirational Westie,150.78209,-34.0391,36,625,46.9,43.0,65.4,39.6
Campbelltown,1,Aspirational Westie,150.80101,-34.10315,35,706,33.4,28.4,56.1,27.6
Campbelltown,1,Aspirational Westie,150.81082,-34.08896,36,588,55.7,48.4,29.8,20.6
Campbelltown,1,Aspirational Westie,150.77259,-34.08625,36,535,33.9,28.0,54.5,28.6
St Marys,1,Aspirational Westie,150.75196,-33.75558,34,653,65.1,51.4,36.4,34.6
St Marys,1,Aspirational Westie,150.79028,-33.78871,42,834,31.5,28.8,64.2,30.2
St Marys,1,Aspirational Westie,150.78379,-33.75149,39,547,57.6,49.7,49.2,27.7
St Marys,1,Aspirational Westie,150.73172,-33.74714,40,674,58.5,34.7,58.8,19.8
St Marys,1,Aspirational Westie,150.76941,-33.76436,38,643,43.4,46.3,46.8,15.1
St Marys,1,Aspirational Westie,150.81374,-33.72546,29,749,39.0,40.6,55.5,26.1
St Marys,1,Aspirational Westie,150.75041,-33.77726,32,597,44.2,30.8,60.2,39.9
St Marys,1,Aspirational Westie,150.7555,-33.75401,40,727,45.9,45.4,57.8,18.1
St Marys,1,Aspirational Westie,150.79173,-33.73782,32,684,53.2,35.9,64.9,46.9
St Marys,1,Aspirational Westie,150.75035,-33.79453,39,752,42.2,52.5,35.9,33.5
St Marys,1,Aspirational Westie,150.75485,-33.71702,49,603,38.4,46.6,47.4,27.6
St Marys,1,Aspirational Westie,150.77063,-33.80799,37,611,39.1,52.4,36.9,34.5
St Marys,1,Aspirational Westie,150.76303,-33.76699,42,714,51.8,47.7,48.0,23.1
St Marys,1,Aspirational Westie,150.74287,-33.78064,55,804,28.8,24.8,57.8,32.4
St Marys,1,Aspirational Westie,150.78372,-33.76637,36,713,46.0,15.8,49.2,21.2
St Marys,1,Aspirational Westie,150.77438,-33.68537,39,649,56.1,42.8,57.0,32.9
St Marys,1,Aspirational Westie,150.82141,-33.78827,40,587,51.7,28.8,47.0,25.6
St Marys,1,Aspirational Westie,150.7944,-33.73704,30,685,36.5,25.4,49.4,25.5
St Marys,1,Aspirational Westie,150.83067,-33.74918,29,624,57.3,58.9,33.0,13.0
St Marys,1,Aspirational Westie,150.81677,-33.75026,32,733,13.4,38.0,55.9,35.4
St Marys,1,Aspirational Westie,150.74465,-33.75786,31,706,34.3,33.9,40.1,33.2
St Marys,1,Aspirational Westie,150.79146,-33.76587,37,535,41.4,37.5,83.4,19.1
St Marys,1,Aspirational Westie,150.8066,-33.73508,39,856,49.5,41.9,51.4,37.8
St Marys,1,Aspirational Westie,150.79741,-33.77564,29,660,35.4,37.4,66.8,24.3
St Marys,1,Aspirational Westie,150.76893,-33.75855,42,455,37.7,40.1,66.4,24.1
St Marys,1,Aspirational Westie,150.72309,-33.74451,33,561,37.5,36.2,44.7,10.4
St Marys,1,Aspirational Westie,150.79243,-33.72813,41,566,42.6,37.9,59.2,33.3
St Marys,1,Aspirational Westie,150.75165,-33.75795,40,826,53.5,45.9,53.0,39.3
St Marys,1,Aspirational Westie,150.78024,-33.78153,45,750,39.7,33.2,55.6,31.7
St Marys,1,Aspirational Westie,150.77493,-33.75222,47,787,47.3,47.4,39.6,31.2
Mount Druitt,1,Aspirational Westie,150.86523,-33.77545,32,615,31.9,30.2,47.6,16.8
Mount Druitt,1,Aspirational Westie,150.82039,-33.74744,32,832,51.1,48.3,44.1,34.8
Mount Druitt,1,Aspirational Westie,150.7927,-33.74774,38,735,30.9,29.0,59.2,20.4
Mount Druitt,1,Aspirational Westie,150.83158,-33.80418,42,557,51.6,44.3,43.6,32.7
Mount Druitt,1,Aspirational Westie,150.82651,-33.78347,31,484,49.2,22.4,53.1,25.9
Mount Druitt,1,Aspirational Westie,150.83698,-33.77755,35,753,49.0,41.2,57.6,15.7
Mount Druitt,1,Aspirational Westie,150.83892,-33.75469,31,656,44.5,36.7,56.0,39.5
Mount Druitt,1,Aspirational Westie,150.84704,-33.80281,41,813,49.6,48.9,76.1,36.2
Mount Druitt,1,Aspirational Westie,150.82623,-33.74387,38,682,40.8,53.6,42.2,40.3
Mount Druitt,1,Aspirational Westie,150.8325,-33.80498,39,470,52.5,46.9,44.9,29.0
Mount Druitt,1,Aspirational Westie,150.86885,-33.78264,31,828,68.6,38.0,64.1,38.7
Mount Druitt,1,Aspirational Westie,150.80144,-33.78213,44,849,51.8,29.2,75.8,23.8
Mount Druitt,1,Aspirational Westie,150.81162,-33.76144,46,765,50.0,42.6,52.5,32.5
Mount Druitt,1,Aspirational Westie,150.75676,-33.77742,38,565,49.6,36.0,73.1,40.6
Mount Druitt,1,Aspirational Westie,150.80835,-33.77377,37,635,47.3,30.4,38.4,33.0
Mount Druitt,1,Aspirational Westie,150.83574,-33.79011,42,617,48.0,46.2,51.6,31.6
Mount Druitt,1,Aspirational Westie,150.80709,-33.77491,36,605,42.9,22.5,46.1,25.7
Mount Druitt,1,Aspirational Westie,150.8136,-33.77604,37,728,55.5,31.5,37.6,19.7
Mount Druitt,1,Aspirational Westie,150.80782,-33.7788,32,550,39.5,39.8,59.1,23.5
Mount Druitt,1,Aspirational Westie,150.80968,-33.79317,37,595,51.9,20.1,47.7,30.4
Mount Druitt,1,Aspirational Westie,150.8246,-33.70267,39,580,43.9,20.2,51.0,21.3
Mount Druitt,1,Aspirational Westie,150.84288,-33.78374,36,616,65.9,34.8,74.0,34.5
Mount Druitt,1,Aspirational Westie,150.83205,-33.76078,39,487,41.7,46.5,51.4,16.8
Mount Druitt,1,Aspirational Westie,150.81869,-33.7274,44,674,56.4,34.3,31.6,20.6
Mount Druitt,1,Aspirational Westie,150.85907,-33.77685,36,650,67.8,54.3,78.6,26.7
Mount Druitt,1,Aspirational Westie,150.82739,-33.80792,46,563,47.6,27.0,44.9,21.3
Mount Druitt,1,Aspirational Westie,150.8048,-33.78348,34,763,31.7,40.2,66.6,23.9
Mount Druitt,1,Aspirational Westie,150.80205,-33.77576,44,699,38.6,42.8,38.8,33.5
Mount Druitt,1,Aspirational Westie,150.83022,-33.7777,32,591,51.4,50.3,44.4,31.7
Mount Druitt,1,Aspirational Westie,150.76782,-33.78462,37,589,33.8,31.3,55.5,26.5
Cabramatta,2,Cultural Enclave,150.88404,-33.94302,32,621,44.5,45.0,18.7,31.7
Cabramatta,2,Cultural Enclave,150.93037,-33.88043,36,388,79.7,52.2,31.1,49.5
Cabramatta,2,Cultural Enclave,150.8879,-33.84688,34,606,71.5,45.8,18.2,24.3
Cabramatta,2,Cultural Enclave,150.90207,-33.87124,33,478,67.5,62.6,18.6,24.5
Cabramatta,2,Cultural Enclave,150.92173,-33.87105,38,746,70.2,56.7,26.2,31.1
Cabramatta,2,Cultural Enclave,150.92203,-33.87137,34,574,72.9,52.5,23.6,23.5
Cabramatta,2,Cultural Enclave,150.97945,-33.86536,39,539,63.1,59.6,35.5,32.3
Cabramatta,2,Cultural Enclave,150.9249,-33.89574,27,545,82.0,45.3,32.7,20.7
Cabramatta,2,Cultural Enclave,150.9481,-33.91869,35,311,70.1,33.7,39.5,27.4
Cabramatta,2,Cultural Enclave,150.95167,-33.85197,30,737,81.3,47.6,38.6,14.3
Cabramatta,2,Cultural Enclave,150.91939,-33.90521,32,485,84.2,47.4,29.2,18.0
Cabramatta,2,Cultural Enclave,150.89448,-33.88325,25,574,58.3,69.9,35.9,22.7
Cabramatta,2,Cultural Enclave,150.97159,-33.91116,38,598,74.6,62.7,33.8,24.0
Cabramatta,2,Cultural Enclave,150.89863,-33.914,34,588,60.7,74.1,43.2,26.2
Cabramatta,2,Cultural Enclave,150.9418,-33.89531,30,587,74.6,37.6,29.0,20.9
Cabramatta,2,Cultural Enclave,150.8923,-33.91151,33,750,77.6,36.6,30.8,11.2
Cabramatta,2,Cultural Enclave,150.96707,-33.90178,35,699,59.1,36.0,18.0,29.3
Cabramatta,2,Cultural Enclave,150.90202,-33.9608,33,630,84.0,45.4,20.1,30.1
Cabramatta,2,Cultural Enclave,150.89326,-33.89971,36,620,66.9,50.3,0.0,17.4
Cabramatta,2,Cultural Enclave,150.95134,-33.91456,35,620,68.6,51.7,13.4,20.6
Cabramatta,2,Cultural Enclave,150.95526,-33.88608,32,600,79.1,29.5,38.9,19.6
Cabramatta,2,Cultural Enclave,150.95064,-33.86007,28,516,69.1,42.2,45.8,16.0
Cabramatta,2,Cultural Enclave,150.92611,-33.88489,29,544,75.2,46.7,23.9,18.3
Cabramatta,2,Cultural Enclave,150.90214,-33.88196,44,582,74.3,56.9,9.8,33.9
Cabramatta,2,Cultural Enclave,150.94506,-33.8492,31,744,79.8,55.5,27.8,20.3
Cabramatta,2,Cultural Enclave,150.97001,-33.88649,25,479,70.1,53.1,24.3,30.5
Cabramatta,2,Cultural Enclave,150.89122,-33.88641,26,648,71.1,54.2,14.6,31.0
Cabramatta,2,Cultural Enclave,150.96604,-33.87541,34,632,64.9,58.6,44.8,29.5
Cabramatta,2,Cultural Enclave,150.92176,-33.88096,29,632,76.5,31.3,11.1,20.0
Cabramatta,2,Cultural Enclave,150.93248,-33.92024,37,603,70.1,42.4,37.6,33.6
Fairfield,2,Cultural Enclave,150.94791,-33.8853,37,548,70.6,57.4,2.1,31.2
Fairfield,2,Cultural Enclave,150.96182,-33.88029,35,577,54.7,64.9,25.5,25.1
Fairfield,2,Cultural Enclave,150.98379,-33.89553,37,556,80.5,28.7,23.8,17.8
Fairfield,2,Cultural Enclave,150.97081,-33.85825,31,516,70.9,41.0,35.1,19.4
Fairfield,2,Cultural Enclave,150.88733,-33.87937,30,433,59.6,51.1,40.9,24.2
Fairfield,2,Cultural Enclave,150.94484,-33.8586,33,517,60.5,32.5,20.3,23.1
Fairfield,2,Cultural Enclave,150.95758,-33.8804,30,635,58.8,57.8,13.0,16.7
Fairfield,2,Cultural Enclave,150.92333,-33.88254,40,626,81.8,55.2,11.8,19.7
Fairfield,2,Cultural Enclave,150.9405,-33.83674,29,660,80.9,68.3,20.1,27.0
Fairfield,2,Cultural Enclave,151.01704,-33.88544,27,411,79.1,31.2,20.5,25.1
Fairfield,2,Cultural Enclave,150.96463,-33.85936,36,695,62.5,43.2,15.7,27.8
Fairfield,2,Cultural Enclave,150.98251,-33.85872,41,474,88.7,65.2,33.8,34.5
Fairfield,2,Cultural Enclave,150.91858,-33.88311,31,645,61.5,57.6,41.4,26.9
Fairfield,2,Cultural Enclave,150.96709,-33.8947,31,692,79.8,49.6,20.0,7.8
Fairfield,2,Cultural Enclave,150.93323,-33.82221,29,597,82.1,37.5,27.2,28.6
Fairfield,2,Cultural Enclave,150.96031,-33.79829,27,675,70.3,57.7,30.3,16.9
Fairfield,2,Cultural Enclave,150.96572,-33.91645,38,607,78.4,60.6,29.4,23.0
Fairfield,2,Cultural Enclave,150.93797,-33.88781,41,709,69.6,50.5,14.1,30.2
Fairfield,2,Cultural Enclave,150.97664,-33.82147,31,546,74.3,56.5,22.4,15.9
Fairfield,2,Cultural Enclave,150.98204,-33.85197,30,702,83.7,51.3,26.0,25.9
Fairfield,2,Cultural Enclave,150.93846,-33.86925,24,659,56.4,65.0,21.0,20.5
Fairfield,2,Cultural Enclave,150.94431,-33.8772,42,356,84.8,53.4,10.5,14.5
Fairfield,2,Cultural Enclave,151.00191,-33.89364,29,682,75.4,40.6,27.6,14.8
Fairfield,2,Cultural Enclave,150.98752,-33.84347,38,613,89.6,50.0,10.8,25.1
Fairfield,2,Cultural Enclave,151.01215,-33.89537,33,617,71.5,40.2,38.5,38.2
Fairfield,2,Cultural Enclave,150.9649,-33.8926,27,603,83.0,54.8,25.0,17.9
Fairfield,2,Cultural Enclave,150.9327,-33.84913,40,441,87.9,55.7,41.8,12.6
Fairfield,2,Cultural Enclave,150.92585,-33.87372,38,742,79.1,47.6,12.7,30.6
Fairfield,2,Cultural Enclave,150.93588,-33.82929,34,723,78.8,48.6,18.8,19.6
Fairfield,2,Cultural Enclave,150.97071,-33.86807,32,565,72.8,28.7,30.5,15.1
Harris Park,2,Cultural Enclave,150.98117,-33.86218,26,458,64.9,69.5,18.7,23.2
Harris Park,2,Cultural Enclave,151.02001,-33.81672,35,472,86.5,68.1,4.8,14.8
Harris Park,2,Cultural Enclave,151.003,-33.84411,38,514,93.7,61.9,27.6,29.2
Harris Park,2,Cultural Enclave,151.03765,-33.8341,31,587,80.6,51.4,6.1,16.4
Harris Park,2,Cultural Enclave,151.00815,-33.82189,45,455,77.1,64.9,52.3,19.2
Harris Park,2,Cultural Enclave,151.02229,-33.80576,36,571,76.4,24.7,33.2,22.9
Harris Park,2,Cultural Enclave,151.00444,-33.76883,32,544,91.9,41.7,18.4,21.0
Harris Park,2,Cultural Enclave,151.03102,-33.8148,29,532,65.9,49.2,30.1,24.9
Harris Park,2,Cultural Enclave,150.9656,-33.7934,36,705,76.4,61.0,30.6,31.4
Harris Park,2,Cultural Enclave,151.02306,-33.82245,46,660,77.7,37.2,9.5,24.0
Harris Park,2,Cultural Enclave,151.01364,-33.83535,36,723,79.0,38.6,23.7,16.4
Harris Park,2,Cultural Enclave,151.00031,-33.83034,33,467,70.7,44.4,0.0,36.4
Harris Park,2,Cultural Enclave,151.03722,-33.82941,35,475,89.0,69.0,26.9,29.2
Harris Park,2,Cultural Enclave,151.01438,-33.85342,33,592,67.5,47.8,23.9,21.4
Harris Park,2,Cultural Enclave,151.01131,-33.84652,31,464,81.8,28.9,38.8,31.7
Harris Park,2,Cultural Enclave,151.00245,-33.88508,33,574,61.9,44.8,43.4,26.7
Harris Park,2,Cultural Enclave,150.98689,-33.85994,33,561,77.0,44.6,31.1,35.5
Harris Park,2,Cultural Enclave,151.03039,-33.8212,34,548,83.8,43.7,25.5,22.4
Harris Park,2,Cultural Enclave,150.99746,-33.85431,37,575,77.0,44.7,39.6,15.9
Harris Park,2,Cultural Enclave,151.0528,-33.86369,37,623,64.0,54.2,40.4,6.5
Harris Park,2,Cultural Enclave,151.02257,-33.88233,30,727,66.2,38.3,22.6,36.5
Harris Park,2,Cultural Enclave,150.96421,-33.84628,42,747,71.0,37.6,50.2,33.2
Harris Park,2,Cultural Enclave,151.02697,-33.84031,35,566,75.3,64.5,35.6,14.5
Harris Park,2,Cultural Enclave,151.04441,-33.81217,38,712,60.9,49.6,18.6,11.0
Harris Park,2,Cultural Enclave,151.01867,-33.75721,26,577,78.4,51.2,23.6,12.9
Harris Park,2,Cultural Enclave,151.01582,-33.83892,24,688,81.6,50.5,27.7,29.5
Harris Park,2,Cultural Enclave,151.01561,-33.7974,34,698,75.2,51.9,9.8,24.0
Harris Park,2,Cultural Enclave,150.9892,-33.83596,31,484,93.2,63.3,48.0,13.4
Harris Park,2,Cultural Enclave,151.01178,-33.85234,32,497,84.4,46.0,37.8,26.2
Harris Park,2,Cultural Enclave,151.06759,-33.85699,41,683,62.3,60.1,29.0,20.4
Lakemba,2,Cultural Enclave,151.0494,-33.93798,45,580,79.8,42.1,15.6,29.6
Lakemba,2,Cultural Enclave,151.03626,-33.93038,35,590,70.2,54.0,33.3,27.1
Lakemba,2,Cultural Enclave,151.04535,-33.9271,41,661,58.3,53.5,1.3,22.3
Lakemba,2,Cultural Enclave,151.11744,-33.9437,31,649,56.6,43.7,32.2,17.6
Lakemba,2,Cultural Enclave,151.0641,-33.9014,37,604,68.6,53.7,23.5,25.2
Lakemba,2,Cultural Enclave,151.05758,-33.92456,30,577,63.9,38.9,28.1,23.5
Lakemba,2,Cultural Enclave,151.08957,-33.93078,37,630,76.4,41.7,26.8,24.5
Lakemba,2,Cultural Enclave,151.07018,-33.97216,36,779,68.4,42.7,29.5,24.2
Lakemba,2,Cultural Enclave,151.09982,-33.95145,39,633,70.6,53.4,37.4,28.1
Lakemba,2,Cultural Enclave,151.04142,-33.8995,35,587,72.7,48.5,39.3,21.4
Lakemba,2,Cultural Enclave,151.04201,-33.92984,36,691,78.0,41.5,54.8,23.9
Lakemba,2,Cultural Enclave,151.10188,-33.92379,38,656,84.2,60.6,35.5,19.8
Lakemba,2,Cultural Enclave,151.05571,-33.91168,40,560,82.7,64.5,14.0,16.1
Lakemba,2,Cultural Enclave,151.06649,-33.91231,32,702,76.2,50.4,7.8,12.8
Lakemba,2,Cultural Enclave,151.07703,-33.97331,40,566,100.0,73.1,22.8,21.3
Lakemba,2,Cultural Enclave,151.09489,-33.87742,27,419,65.8,55.8,31.0,29.5
Lakemba,2,Cultural Enclave,151.04001,-33.9779,39,505,51.8,51.5,34.5,21.1
Lakemba,2,Cultural Enclave,151.05855,-33.92398,33,459,64.9,55.2,28.9,23.2
Lakemba,2,Cultural Enclave,151.04512,-33.92454,24,596,86.3,35.3,18.0,24.3
Lakemba,2,Cultural Enclave,151.10132,-33.93121,32,403,73.0,70.4,28.3,21.8
Lakemba,2,Cultural Enclave,151.07805,-33.92028,31,654,74.3,50.2,13.3,31.1
Lakemba,2,Cultural Enclave,151.08662,-33.93382,40,535,64.2,42.4,3.7,25.3
Lakemba,2,Cultural Enclave,151.02422,-33.95071,25,572,70.5,46.7,12.5,13.8
Lakemba,2,Cultural Enclave,151.08161,-33.93376,37,500,73.8,63.0,32.0,19.1
Lakemba,2,Cultural Enclave,151.07643,-33.92602,35,551,70.4,52.1,13.1,14.9
Lakemba,2,Cultural Enclave,151.03529,-33.96001,29,594,63.1,55.1,25.4,8.2
Lakemba,2,Cultural Enclave,151.08637,-33.89973,30,618,63.4,51.0,9.8,9.4
Lakemba,2,Cultural Enclave,151.06043,-33.92309,33,473,68.0,52.7,24.5,23.3
Lakemba,2,Cultural Enclave,151.05325,-33.89071,29,624,83.8,54.8,22.6,18.3
Lakemba,2,Cultural Enclave,151.0959,-33.95557,30,544,84.4,53.8,13.4,19.8
Auburn,2,Cultural Enclave,151.01464,-33.86774,40,457,88.1,58.3,38.1,18.8
Auburn,2,Cultural Enclave,151.02625,-33.88583,32,624,85.0,38.9,20.6,20.9
Auburn,2,Cultural Enclave,150.99511,-33.83522,31,562,67.5,42.1,24.9,20.5
Auburn,2,Cultural Enclave,151.0207,-33.86821,37,729,73.4,60.0,8.3,23.1
Auburn,2,Cultural Enclave,151.00257,-33.88692,31,687,81.5,52.4,6.6,20.6
Auburn,2,Cultural Enclave,151.03754,-33.84561,26,500,71.4,55.4,0.0,20.9
Auburn,2,Cultural Enclave,151.03358,-33.82876,38,632,64.0,30.9,20.3,29.0
Auburn,2,Cultural Enclave,151.06484,-33.83224,37,614,66.4,48.7,45.0,15.4
Auburn,2,Cultural Enclave,151.07037,-33.85805,42,453,77.9,42.6,8.0,23.5
Auburn,2,Cultural Enclave,151.05524,-33.87112,28,572,71.1,55.5,36.4,21.6
Auburn,2,Cultural Enclave,151.07639,-33.84439,33,435,69.4,46.6,36.5,25.2
Auburn,2,Cultural Enclave,151.00052,-33.84569,38,718,80.9,57.6,25.7,24.7
Auburn,2,Cultural Enclave,151.06124,-33.88332,33,510,75.8,62.3,17.8,5.3
Auburn,2,Cultural Enclave,151.01969,-33.82716,38,619,69.2,37.2,31.2,16.2
Auburn,2,Cultural Enclave,151.0846,-33.83574,32,525,71.1,47.6,38.4,23.3
Auburn,2,Cultural Enclave,151.01171,-33.80274,35,649,65.9,53.6,28.7,8.8
Auburn,2,Cultural Enclave,151.08038,-33.81773,33,481,75.5,50.9,29.3,23.3
Auburn,2,Cultural Enclave,151.04266,-33.81382,38,486,85.6,66.4,62.8,14.1
Auburn,2,Cultural Enclave,151.03607,-33.90205,38,531,91.2,42.3,4.7,18.7
Auburn,2,Cultural Enclave,150.98061,-33.83122,25,583,51.2,46.8,44.7,24.5
Auburn,2,Cultural Enclave,151.00841,-33.85078,35,623,58.3,55.9,0.0,17.6
Auburn,2,Cultural Enclave,151.01779,-33.83417,35,453,62.2,52.0,24.1,17.9
Auburn,2,Cultural Enclave,151.01798,-33.8326,32,572,93.7,35.8,2.8,27.5
Auburn,2,Cultural Enclave,151.01303,-33.85796,31,557,88.0,58.0,35.3,12.1
Auburn,2,Cultural Enclave,151.00122,-33.92098,31,666,77.2,47.8,24.7,17.2
Auburn,2,Cultural Enclave,151.03512,-33.83085,27,607,81.3,45.8,33.4,41.7
Auburn,2,Cultural Enclave,151.02739,-33.84017,31,596,76.6,51.9,12.8,23.4
Auburn,2,Cultural Enclave,151.06655,-33.83878,40,559,79.5,52.8,13.6,24.2
Auburn,2,Cultural Enclave,151.00521,-33.86582,36,607,60.1,60.5,31.9,17.1
Auburn,2,Cultural Enclave,150.99156,-33.85362,33,590,68.4,29.9,20.3,19.9
Campsie,2,Cultural Enclave,151.11584,-33.92745,43,408,85.1,47.8,35.3,22.6
Campsie,2,Cultural Enclave,151.12849,-33.91968,30,708,70.9,52.2,39.8,14.8
Campsie,2,Cultural Enclave,151.11489,-33.92475,34,587,57.0,42.2,41.2,28.2
Campsie,2,Cultural Enclave,151.09843,-33.90392,34,702,70.0,52.3,38.8,16.6
Campsie,2,Cultural Enclave,151.13897,-33.94826,43,546,69.6,31.1,19.5,14.7
Campsie,2,Cultural Enclave,151.08481,-33.91343,40,599,75.1,39.0,14.4,34.6
Campsie,2,Cultural Enclave,151.08162,-33.86859,34,580,82.7,62.7,23.7,19.3
Campsie,2,Cultural Enclave,151.0986,-33.90155,39,580,78.2,66.4,29.6,24.2
Campsie,2,Cultural Enclave,151.06203,-33.97577,37,571,66.9,52.4,24.3,29.9
Campsie,2,Cultural Enclave,151.10215,-33.92867,40,560,77.3,45.2,17.2,22.6
Campsie,2,Cultural Enclave,151.10032,-33.898,34,415,67.7,57.9,21.4,20.3
Campsie,2,Cultural Enclave,151.12466,-33.9278,27,566,67.2,40.3,22.9,25.4
Campsie,2,Cultural Enclave,151.09977,-33.90233,44,549,74.8,44.9,14.8,17.9
Campsie,2,Cultural Enclave,151.08803,-33.90101,47,516,67.8,49.4,29.7,23.8
Campsie,2,Cultural Enclave,151.1321,-33.97066,23,535,83.0,34.3,0.0,26.0
Campsie,2,Cultural Enclave,151.10609,-33.93726,30,493,73.1,43.7,30.9,2.0
Campsie,2,Cultural Enclave,151.07858,-33.93815,34,532,80.0,31.4,25.5,25.9
Campsie,2,Cultural Enclave,151.14642,-33.92204,37,418,48.1,58.4,24.9,30.2
Campsie,2,Cultural Enclave,151.06566,-33.897,44,618,74.8,50.1,6.1,31.5
Campsie,2,Cultural Enclave,151.08473,-33.89739,27,474,86.4,46.5,42.4,21.5
Campsie,2,Cultural Enclave,151.05395,-33.8877,32,643,72.3,34.6,27.0,37.4
Campsie,2,Cultural Enclave,151.11232,-33.91144,40,599,74.1,39.1,27.8,29.2
Campsie,2,Cultural Enclave,151.0791,-33.87439,35,500,82.0,47.1,34.1,20.0
Campsie,2,Cultural Enclave,151.0985,-33.89766,36,400,60.8,59.3,23.4,18.3
Campsie,2,Cultural Enclave,151.06604,-33.93699,25,571,66.0,40.3,24.2,24.5
Campsie,2,Cultural Enclave,151.15233,-33.9478,41,668,64.2,52.0,19.5,23.3
Campsie,2,Cultural Enclave,151.13773,-33.89486,38,541,57.2,47.9,39.5,11.3
Campsie,2,Cultural Enclave,151.07362,-33.90684,30,509,67.8,36.3,13.3,26.9
Campsie,2,Cultural Enclave,151.06732,-33.94995,32,646,70.0,45.4,25.5,9.8
Campsie,2,Cultural Enclave,151.11237,-33.90041,33,671,60.7,61.3,26.9,19.6
Strathfield,2,Cultural Enclave,151.0895,-33.88268,41,483,64.4,60.4,17.9,28.3
Strathfield,2,Cultural Enclave,151.13249,-33.89004,38,476,79.5,52.0,30.7,17.5
Strathfield,2,Cultural Enclave,151.04847,-33.86742,25,551,81.4,51.9,48.4,29.2
Strathfield,2,Cultural Enclave,151.07365,-33.87932,35,438,62.6,44.4,0.6,22.3
Strathfield,2,Cultural Enclave,151.08377,-33.92182,37,644,74.3,46.8,32.1,26.8
Strathfield,2,Cultural Enclave,151.09769,-33.90062,36,688,66.0,71.0,18.7,22.2
Strathfield,2,Cultural Enclave,151.07319,-33.87442,26,531,61.1,51.4,36.9,26.5
Strathfield,2,Cultural Enclave,151.03071,-33.82895,36,510,73.6,51.8,17.0,23.4
Strathfield,2,Cultural Enclave,151.07481,-33.89011,32,451,73.5,55.9,31.2,27.7
Strathfield,2,Cultural Enclave,151.09811,-33.89332,39,458,63.0,40.4,38.0,28.6
Strathfield,2,Cultural Enclave,151.10218,-33.8532,31,611,70.7,58.5,23.6,19.3
Strathfield,2,Cultural Enclave,151.10352,-33.8581,32,575,61.4,25.0,27.4,26.3
Strathfield,2,Cultural Enclave,151.09655,-33.92874,33,380,85.7,39.1,40.1,28.6
Strathfield,2,Cultural Enclave,151.06749,-33.90832,37,504,73.0,45.2,3.6,6.4
Strathfield,2,Cultural Enclave,151.09567,-33.89404,32,643,83.7,47.3,20.9,25.5
Strathfield,2,Cultural Enclave,151.05608,-33.87442,38,641,52.6,42.4,14.5,22.7
Strathfield,2,Cultural Enclave,151.10202,-33.84258,33,535,83.5,53.0,40.2,24.0
Strathfield,2,Cultural Enclave,151.06107,-33.91333,27,640,83.9,68.5,35.1,30.1
Strathfield,2,Cultural Enclave,151.0755,-33.90891,39,618,73.1,53.9,28.9,31.0
Strathfield,2,Cultural Enclave,151.12237,-33.86639,39,626,67.4,57.6,8.3,29.4
Strathfield,2,Cultural Enclave,151.06014,-33.87285,31,630,71.7,34.1,30.0,18.0
Strathfield,2,Cultural Enclave,151.11203,-33.87997,37,494,66.1,45.4,35.3,33.7
Strathfield,2,Cultural Enclave,151.06987,-33.85308,24,473,62.4,36.5,6.0,24.9
Strathfield,2,Cultural Enclave,151.08465,-33.87051,38,604,78.6,49.3,10.8,29.4
Strathfield,2,Cultural Enclave,151.07527,-33.90339,34,498,67.8,53.4,29.2,15.7
Strathfield,2,Cultural Enclave,151.07781,-33.85314,37,767,83.8,61.4,8.3,27.3
Strathfield,2,Cultural Enclave,151.08867,-33.89377,36,665,77.0,41.2,33.9,17.5
Strathfield,2,Cultural Enclave,151.09542,-33.88758,34,649,61.6,69.5,3.1,17.8
Strathfield,2,Cultural Enclave,151.09926,-33.86539,34,575,76.1,47.7,41.7,27.9
Strathfield,2,Cultural Enclave,151.11182,-33.90415,35,553,61.9,53.6,18.5,26.6
Hurstville,2,Cultural Enclave,151.07325,-33.92702,31,600,79.9,44.3,35.2,13.4
Hurstville,2,Cultural Enclave,151.1363,-33.96965,32,553,80.1,44.2,16.0,20.4
Hurstville,2,Cultural Enclave,151.07058,-33.92449,32,655,74.1,40.2,24.9,27.5
Hurstville,2,Cultural Enclave,151.09529,-33.94017,40,663,67.4,39.2,17.6,23.4
Hurstville,2,Cultural Enclave,151.11364,-34.02429,35,594,69.2,62.9,30.1,31.2
Hurstville,2,Cultural Enclave,151.0946,-33.94656,43,698,61.1,47.5,20.9,25.4
Hurstville,2,Cultural Enclave,151.11716,-33.99097,35,398,86.4,44.9,25.7,19.8
Hurstville,2,Cultural Enclave,151.12865,-34.04094,35,570,67.5,67.3,14.4,27.4
